"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.672759996E1,2.172763210E-1,1.025744882E0,-1.035370569E0
5.673757896E1,1.915512034E-1,9.485940877E-1,-9.783198702E-1
5.674755696E1,1.237047907E-1,8.001470232E-1,-1.130741580E0
5.675753596E1,-5.594155468E-2,6.283704454E-1,-1.207730114E0
5.676751496E1,-3.236233597E-1,5.155893499E-1,-1.109108051E0
5.677749296E1,-6.059552173E-1,5.657081741E-1,-7.239654046E-1
5.678747196E1,-8.632094633E-1,6.194531491E-1,-1.784488356E-1
5.679745096E1,-1.029133271E0,5.805203408E-1,2.007390064E-1
5.680742896E1,-1.134788876E0,4.411189190E-1,4.099675852E-1
5.681740796E1,-1.123835287E0,2.207142645E-1,5.696649849E-1
5.682738696E1,-1.113468174E0,8.765414804E-2,6.681753659E-1
5.683736496E1,-1.048196729E0,1.159526253E-1,7.123083955E-1
5.684734396E1,-9.681292697E-1,2.362760442E-1,6.453191847E-1
5.685732296E1,-9.386643460E-1,4.518371576E-1,5.956541044E-1
5.686730096E1,-9.194921299E-1,7.185669628E-1,7.753431344E-1
5.687727996E1,-8.812769942E-1,8.773577517E-1,1.117188318E0
5.688725896E1,-8.495030782E-1,9.791355568E-1,1.669873574E0
5.689723696E1,-8.422287033E-1,1.083519758E0,2.475150944E0
5.690721596E1,-7.699645731E-1,1.097004022E0,3.080533061E0
5.691719496E1,-5.606828212E-1,9.881130794E-1,3.187969801E0
5.692717296E1,-3.556436262E-1,8.453383988E-1,2.956533498E0
5.693715196E1,-1.467291160E-1,7.321181774E-1,2.640577446E0
5.694713096E1,1.184128778E-1,6.085121316E-1,2.283478630E0
5.695710896E1,2.608153100E-1,6.055730286E-1,2.092671704E0
5.696708796E1,4.342421914E-1,4.960163802E-1,2.263042611E0
5.697706696E1,6.670461224E-1,1.821410599E-1,2.634727891E0
5.698704496E1,8.781717572E-1,-2.248236877E-1,3.089080521E0
5.699702396E1,1.080095994E0,-6.905976838E-1,3.428861638E0
5.700700296E1,1.117170265E0,-1.169194916E0,3.524778194E0
5.701698096E1,9.996553369E-1,-1.583780340E0,3.228923115E0
5.702695996E1,7.525805086E-1,-1.940808989E0,2.459714295E0
5.703693896E1,4.255196805E-1,-2.021702294E0,1.441813452E0
5.704691696E1,1.917421332E-1,-1.831584462E0,4.873888135E-1
5.705689596E1,2.044252921E-1,-1.566795056E0,-2.536346734E-1
5.706687496E1,3.169765738E-1,-1.251224335E0,-4.837559384E-1
5.707685296E1,4.167400496E-1,-8.635741103E-1,-7.584364951E-2
5.708683196E1,5.427893545E-1,-5.910766116E-1,5.570724213E-1
5.709681096E1,6.161035717E-1,-5.844689655E-1,1.035304495E0
5.710678896E1,6.330026096E-1,-7.383077475E-1,1.188583406E0
5.711676796E1,6.110491654E-1,-9.272651991E-1,1.057831478E0
5.712674696E1,5.782649235E-1,-1.121337210E0,5.843362337E-1
5.713672496E1,5.418569429E-1,-1.166503150E0,-2.023750573E-1
5.714670396E1,5.410504292E-1,-1.004942828E0,-1.158507668E0
5.715668296E1,5.844501448E-1,-6.771078649E-1,-2.039115302E0
5.716666096E1,6.536817994E-1,-2.329387459E-1,-2.788485104E0
5.717663996E1,7.481247841E-1,2.089859194E-1,-3.269199906E0
5.718661896E1,8.406925667E-1,6.541315234E-1,-3.440281835E0
5.719659696E1,9.636128803E-1,9.621002787E-1,-3.469020900E0
5.720657596E1,1.098775290E0,1.022762510E0,-3.327943958E0
5.721655496E1,1.252178455E0,7.421242252E-1,-3.362711502E0
5.722653296E1,1.093535235E0,5.954892129E-1,-3.162300525E0
5.723651196E1,9.943924043E-1,4.194687259E-1,-2.775241746E0
5.724649096E1,1.034538071E0,8.472907841E-3,-3.045577821E0
5.725646896E1,9.782442219E-1,-3.214246604E-1,-3.339127927E0
5.726644796E1,9.276174208E-1,-3.940231052E-1,-3.265976921E0
5.727642696E1,9.838786720E-1,-2.528151861E-1,-2.956482627E0
5.728640496E1,1.095321121E0,-9.485411704E-2,-2.680136198E0
5.729638396E1,1.135567579E0,7.304020196E-2,-2.470653850E0
5.730636296E1,1.207240848E0,2.337991637E-1,-2.235355461E0
5.731634096E1,1.212434784E0,3.834299970E-1,-2.034060969E0
5.732631996E1,1.152486351E0,5.098406598E-1,-1.822836735E0
5.733629896E1,1.136991084E0,6.737992179E-1,-1.540333773E0
5.734627696E1,1.095344802E0,8.197050825E-1,-1.313647748E0
5.735625596E1,1.173666282E0,8.314310887E-1,-1.099398749E0
5.736623496E1,1.347548296E0,8.386538619E-1,-8.981194603E-1
5.737621296E1,1.547621158E0,9.587378374E-1,-6.646068102E-1
5.738619196E1,1.677700657E0,1.099856002E0,-2.383553141E-1
5.739617096E1,1.686167863E0,1.325101566E0,3.995221192E-1
5.740614896E1,1.542838136E0,1.495288578E0,1.053134410E0
5.741612796E1,1.349445279E0,1.394575844E0,1.605727279E0
5.742610696E1,1.180221742E0,1.071877367E0,2.077879418E0
5.743608496E1,9.655855847E-1,7.371830356E-1,2.517571909E0
5.744606396E1,7.810887547E-1,3.370645005E-1,2.750371783E0
5.745604296E1,7.250155646E-1,-5.183702856E-2,2.690746556E0
5.746602096E1,6.296543477E-1,-2.565062410E-1,2.338320251E0
5.747599996E1,4.271897549E-1,-6.753680259E-2,1.673298288E0
5.748597896E1,7.026065491E-2,5.808907619E-1,7.315030503E-1
5.749595696E1,-3.155982023E-1,1.317252848E0,-3.148959517E-2
5.750593596E1,-6.763707503E-1,1.866905153E0,-5.606830770E-1
5.751591446E1,-1.092293067E0,2.251986696E0,-6.695044380E-1
5.752589346E1,-1.403817660E0,2.191734355E0,1.524883676E-1
5.753587246E1,-1.641131293E0,1.579736990E0,1.866526546E0
5.754585046E1,-1.791718438E0,5.541628468E-1,3.827233025E0
5.755582946E1,-1.806960229E0,-5.038110110E-1,5.481820223E0
5.756580846E1,-1.652379435E0,-1.677922851E0,6.449934363E0
5.757578646E1,-1.379640008E0,-2.824315673E0,6.471952638E0
5.758576546E1,-1.239524057E0,-3.523230436E0,5.703370054E0
5.759574446E1,-1.245143377E0,-3.760531205E0,4.350446559E0
5.760572246E1,-1.431397807E0,-3.281409769E0,2.802971581E0
5.761570146E1,-1.594428851E0,-2.397456066E0,1.314904899E0
5.762568046E1,-1.638993551E0,-1.524287552E0,3.963266158E-1
5.763565846E1,-1.579133558E0,-8.626859182E-1,8.796960533E-2
5.764563746E1,-1.450884969E0,-4.720123905E-1,1.431334072E-1
5.765561646E1,-1.220489469E0,-5.260026562E-1,2.733742887E-1
5.766559446E1,-1.020416899E0,-7.881105298E-1,3.302975178E-1
5.767557346E1,-9.174779103E-1,-1.048967684E0,2.454976881E-1
5.768555246E1,-8.828284067E-1,-1.288647977E0,-1.565784949E-1
5.769553046E1,-8.488924827E-1,-1.367055923E0,-8.555429596E-1
5.770550946E1,-8.157846706E-1,-1.339463789E0,-1.727072791E0
5.771548846E1,-7.046668155E-1,-1.200183405E0,-2.682225409E0
5.772546646E1,-5.938998666E-1,-9.662167186E-1,-3.610303663E0
5.773544546E1,-4.406014038E-1,-7.293156070E-1,-4.463892483E0
5.774542346E1,-2.628217090E-1,-3.691718540E-1,-5.092913724E0
5.775540246E1,-1.288046226E-1,1.305268103E-1,-5.509082866E0
5.776538146E1,-6.322612558E-2,7.003756902E-1,-5.626466305E0
5.777535946E1,-4.540845349E-2,1.202386928E0,-5.428250372E0
5.778533846E1,-4.462521896E-3,1.490611975E0,-5.085669023E0
5.779531746E1,1.443306795E-1,1.224106995E0,-4.908935176E0
5.780529546E1,2.098635133E-1,6.138401145E-1,-5.067961316E0
5.781527446E1,2.783011891E-1,9.016041085E-1,-4.217473859E0
5.782525346E1,8.999580259E-2,1.037748631E0,-3.418265314E0
5.783523146E1,1.816432792E-1,9.595313045E-1,-3.373535283E0
5.784521046E1,1.102097093E-1,7.694725299E-1,-3.491800482E0
5.785518946E1,-2.004585228E-1,8.904131225E-1,-3.004189475E0
5.786516746E1,-5.494965494E-1,1.012709392E0,-2.107275125E0
5.787514646E1,-7.395107391E-1,9.821708465E-1,-1.444834124E0
5.788512546E1,-8.937523212E-1,8.278157553E-1,-1.026797966E0
5.789510346E1,-1.133197118E0,7.442733693E-1,-4.937815744E-1
5.790508246E1,-1.338833167E0,8.171758693E-1,7.170849860E-2
5.791506046E1,-1.463227125E0,8.149182594E-1,4.491901231E-1
5.792503946E1,-1.595955266E0,7.249725875E-1,7.689053500E-1
5.793501846E1,-1.726760550E0,6.517759725E-1,1.206741934E0
5.794499646E1,-1.766059979E0,5.797756979E-1,1.859432119E0
5.795497546E1,-1.682556185E0,4.602784905E-1,2.589970379E0
5.796495446E1,-1.591972728E0,2.693481883E-1,3.205717855E0
5.797493246E1,-1.526139657E0,3.525081664E-2,3.669389192E0
5.798491146E1,-1.600342871E0,-1.294959462E-1,3.875957288E0
5.799489046E1,-1.778103489E0,-2.123957232E-1,4.041497226E0
5.800486846E1,-1.810781677E0,-3.475187373E-1,3.995062147E0
5.801484746E1,-1.703176975E0,-6.225422332E-1,3.699546207E0
5.802482646E1,-1.604009075E0,-8.476427865E-1,3.454780006E0
5.803480446E1,-1.483234836E0,-9.337187710E-1,3.221209468E0
5.804478346E1,-1.277462546E0,-9.424472022E-1,2.936296284E0
5.805476246E1,-9.708612350E-1,-1.040208847E0,2.686790330E0
5.806474046E1,-4.753712139E-1,-1.305836745E0,2.763046793E0
5.807471946E1,1.579680674E-1,-1.656168577E0,3.125163104E0
5.808469746E1,7.208333436E-1,-1.937194532E0,3.403260189E0
5.809467646E1,1.059890867E0,-2.161220514E0,3.467285446E0
5.810465546E1,1.261888926E0,-2.339795064E0,3.385857121E0
5.811463346E1,1.331783764E0,-2.515613384E0,2.941926568E0
5.812461246E1,1.290980724E0,-2.475757300E0,2.165829728E0
5.813459146E1,1.371305972E0,-2.263211304E0,1.303934938E0
5.814456946E1,1.671553771E0,-2.049055861E0,5.387998724E-1
5.815454846E1,1.992412421E0,-1.707294146E0,9.781163871E-2
5.816452746E1,2.372272401E0,-1.231050710E0,1.594290125E-1
5.817450546E1,2.559393242E0,-7.087959731E-1,4.946007693E-1
5.818448446E1,2.521633092E0,-2.431142168E-1,1.025523273E0
5.819446346E1,2.428193563E0,2.292357042E-2,1.575151019E0
5.820444146E1,2.481951548E0,7.882923782E-3,1.965270815E0
5.821442046E1,2.605005909E0,-1.818959154E-1,2.056492642E0
5.822439846E1,2.622813312E0,-2.278626318E-1,1.647547735E0
5.823437746E1,2.567493097E0,2.910451591E-4,8.169390571E-1
5.824435646E1,2.442790406E0,3.612374747E-1,-2.559080708E-1
5.825433446E1,2.312696144E0,6.873961870E-1,-1.436823438E0
5.826431346E1,2.196550414E0,1.000764700E0,-2.528284008E0
5.827429246E1,2.112926605E0,1.317539508E0,-3.469999139E0
5.828427046E1,1.989037701E0,1.602497131E0,-4.071388777E0
5.829424946E1,1.870376937E0,1.769234286E0,-4.438170581E0
5.830422846E1,1.663786915E0,1.830303191E0,-4.627936118E0
5.831420646E1,1.344430122E0,1.890237882E0,-4.649811137E0
5.832418546E1,1.107756029E0,1.802261260E0,-4.493328536E0
5.833416446E1,9.300326863E-1,1.601794588E0,-4.334109439E0
5.834414246E1,7.784170888E-1,1.419581315E0,-4.283896474E0
5.835412146E1,5.725313631E-1,1.325465263E0,-4.225144821E0
5.836409946E1,3.791325127E-1,1.279176657E0,-4.051798266E0
5.837407846E1,3.188507161E-1,1.091795323E0,-3.795470365E0
5.838405746E1,4.214016692E-1,8.328290118E-1,-3.490144551E0
5.839403546E1,5.933255238E-1,6.879987426E-1,-3.165273249E0
5.840401446E1,6.951201396E-1,6.779350998E-1,-2.734214172E0
5.841399346E1,7.735920395E-1,7.322424307E-1,-2.161677035E0
5.842397146E1,8.298948059E-1,8.239639020E-1,-1.508923700E0
5.843395046E1,1.044437700E0,8.910150933E-1,-7.998166555E-1
5.844392946E1,1.401468980E0,8.707574147E-1,5.620051324E-2
5.845390746E1,1.835264700E0,8.006678639E-1,8.945210838E-1
5.846388646E1,2.122010694E0,9.308245455E-1,1.583437108E0
5.847386446E1,2.238146044E0,1.135719899E0,2.116272236E0
5.848384346E1,2.237577110E0,1.267155513E0,2.611992747E0
5.849382246E1,2.089090285E0,1.296652815E0,3.040451567E0
5.850380046E1,1.768389802E0,1.139790438E0,3.222605783E0
5.851377908E1,1.394077661E0,8.518489811E-1,3.173009115E0
5.852375808E1,1.032046938E0,6.200372860E-1,3.120864816E0
5.853373608E1,8.182114112E-1,4.843090850E-1,3.230608283E0
5.854371508E1,7.177452097E-1,4.296392266E-1,3.345808956E0
5.855369408E1,6.399646700E-1,5.328457989E-1,3.368141227E0
5.856367208E1,5.108740090E-1,7.774883316E-1,3.335568143E0
5.857365108E1,2.486501413E-1,9.511219852E-1,3.353964652E0
5.858362908E1,-1.157193214E-2,7.532829054E-1,3.549462799E0
5.859360808E1,-1.992192420E-1,2.562805384E-1,4.041850398E0
5.860358708E1,-4.240894150E-1,-3.439886270E-1,4.852127137E0
5.861356508E1,-7.660484004E-1,-8.559423244E-1,5.864169654E0
5.862354408E1,-9.556375705E-1,-1.315117445E0,6.744901834E0
5.863352308E1,-8.137662848E-1,-2.033386785E0,7.211199741E0
5.864350108E1,-5.986294600E-1,-2.842595823E0,6.639964194E0
5.865348008E1,-5.954248204E-1,-3.380766242E0,5.128615653E0
5.866345908E1,-7.778851383E-1,-3.339019169E0,3.137300754E0
5.867343708E1,-1.020131555E0,-2.607533076E0,1.098444484E0
5.868341608E1,-1.249410821E0,-1.650377787E0,-6.227594572E-1
5.869339408E1,-1.396034431E0,-6.053074189E-1,-1.898117298E0
5.870337308E1,-1.506579552E0,1.827168645E-1,-2.607240130E0
5.871335208E1,-1.561377610E0,3.907724918E-1,-3.142376137E0
5.872333008E1,-1.557246991E0,3.309085518E-2,-3.301060215E0
5.873330908E1,-1.477555727E0,-5.747149327E-1,-2.893072497E0
5.874328808E1,-1.137812837E0,-1.327090496E0,-2.381262787E0
5.875326608E1,-6.205929907E-1,-2.098013282E0,-2.367849274E0
5.876324508E1,-8.711138025E-1,-1.949781249E0,-1.253190461E0
5.877322308E1,-7.683533728E-1,-1.709038809E0,-1.531286961E0
5.878320208E1,-5.092212935E-1,-1.509536927E0,-2.218936479E0
5.879318108E1,-4.488051570E-1,-1.150542006E0,-2.401770726E0
5.880315908E1,-2.456430645E-1,-8.673405942E-1,-3.178255237E0
5.881313808E1,-2.403066031E-1,-5.958779065E-1,-3.800452777E0
5.882311708E1,-2.322341564E-1,-2.088761379E-1,-4.091043608E0
5.883309508E1,8.496369794E-3,1.295457937E-1,-4.393222450E0
5.884307408E1,2.307730103E-1,5.670613660E-1,-4.678311635E0
5.885305308E1,4.460356233E-1,9.031515741E-1,-4.828240092E0
5.886303108E1,3.776648616E-1,1.297015635E0,-4.714768440E0
5.887301008E1,3.275100039E-1,1.587208709E0,-4.513197375E0
5.888298808E1,2.781781418E-1,1.548062623E0,-4.527782085E0
5.889296708E1,-3.752881877E-2,1.372949186E0,-4.157164507E0
5.890294608E1,-4.675422672E-1,1.930828230E0,-2.786587098E0
5.891292408E1,-6.274441002E-1,2.056582251E0,-2.099524056E0
5.892290308E1,-1.034139510E0,2.097685253E0,-1.268112556E0
5.893288208E1,-1.387667066E0,1.954657388E0,-7.368918443E-1
5.894286008E1,-1.644235580E0,1.669317211E0,-8.089529300E-1
5.895283908E1,-1.924668627E0,1.254223372E0,-1.041327712E0
5.896281708E1,-1.980730415E0,6.824979745E-1,-9.287454218E-1
5.897279608E1,-2.025415276E0,1.942676005E-1,1.654060364E-2
5.898277508E1,-1.970057054E0,-2.182596034E-1,1.444808396E0
5.899275308E1,-1.739312622E0,-5.797363754E-1,2.297154098E0
5.900273208E1,-1.637317154E0,-8.161856434E-1,2.904548827E0
5.901271108E1,-1.507167197E0,-8.271918574E-1,2.716825722E0
5.902268908E1,-1.376075838E0,-5.847711204E-1,2.219707727E0
5.903266808E1,-1.299095490E0,-6.267849728E-2,1.992631107E0
5.904264608E1,-1.189947562E0,4.487859343E-1,1.709724103E0
5.905262508E1,-1.209461913E0,8.169188842E-1,1.696264397E0
5.906260408E1,-1.285955919E0,1.041751489E0,1.994567705E0
5.907258208E1,-1.248167996E0,9.555572444E-1,2.407608587E0
5.908256108E1,-1.191375159E0,6.753208096E-1,2.660804134E0
5.909254008E1,-1.212386544E0,3.667383890E-1,2.684411682E0
5.910251808E1,-1.094349898E0,2.250186923E-1,2.592864751E0
5.911249708E1,-6.993527198E-1,-3.432841837E-2,2.334508451E0
5.912247508E1,-2.597717647E-1,-2.588812338E-1,2.114648464E0
5.913245408E1,5.415347613E-2,-2.389654711E-1,2.062326409E0
5.914243308E1,1.592085725E-1,-1.971581715E-1,2.228458085E0
5.915241108E1,2.566093347E-1,-2.365973487E-1,2.592375339E0
5.916239008E1,4.275298071E-1,-4.135649385E-1,3.002661597E0
5.917236908E1,6.338599576E-1,-7.832146561E-1,3.387539365E0
5.918234708E1,8.159355287E-1,-1.254591308E0,3.669325458E0
5.919232608E1,9.439585613E-1,-1.731572078E0,3.501268879E0
5.920230408E1,8.838908458E-1,-1.921430878E0,2.817391984E0
5.921228308E1,8.111149380E-1,-1.873801067E0,1.773502607E0
5.922226208E1,6.905851123E-1,-1.517554629E0,3.695095307E-1
5.923224008E1,7.357769264E-1,-9.815380315E-1,-8.519919455E-1
5.924221908E1,9.422649153E-1,-4.897415869E-1,-1.290336068E0
5.925219808E1,1.057569742E0,-4.651094601E-2,-1.038995258E0
5.926217608E1,1.077780131E0,1.798624000E-1,-3.236129808E-1
5.927215508E1,1.045229851E0,1.185157523E-2,3.793919098E-1
5.928213308E1,9.665578305E-1,-5.128863283E-1,7.428466487E-1
5.929211208E1,8.788407518E-1,-1.103530831E0,6.791190147E-1
5.930209108E1,6.967338981E-1,-1.475927716E0,2.608969152E-1
5.931206908E1,5.548200008E-1,-1.777338819E0,-3.563649899E-1
5.932204808E1,5.330345909E-1,-1.789769269E0,-1.401716756E0
5.933202708E1,4.888123181E-1,-1.425223440E0,-2.621748242E0
5.934200508E1,2.772584479E-1,-1.307221365E0,-3.758433516E0
5.935198408E1,3.594704461E-1,-5.232530031E-1,-4.491528178E0
5.936196208E1,6.861589162E-1,3.574496484E-1,-4.569990211E0
5.937194108E1,8.095864758E-1,7.916852251E-1,-4.399314664E0
5.938192008E1,1.034485300E0,9.910195841E-1,-4.101360435E0
5.939189808E1,1.226251608E0,1.078434435E0,-3.777277338E0
5.940187708E1,1.337919540E0,1.095805343E0,-3.448367949E0
5.941185608E1,1.313995365E0,1.014611199E0,-3.290014824E0
5.942183408E1,1.293607732E0,8.489383833E-1,-3.249181378E0
5.943181308E1,1.244865780E0,6.934566068E-1,-3.197139405E0
5.944179108E1,1.099167711E0,5.747522818E-1,-3.279937148E0
5.945177008E1,9.231570185E-1,4.867201844E-1,-3.438751034E0
5.946174908E1,7.857749326E-1,3.604467849E-1,-3.333728024E0
5.947172708E1,7.960177926E-1,2.646529473E-1,-3.016400215E0
5.948170608E1,8.007908016E-1,1.994655559E-1,-2.681909074E0
5.949168408E1,8.493202065E-1,2.967317956E-1,-2.193476533E0
5.950166308E1,8.906491307E-1,4.577558555E-1,-1.570611241E0
5.951164267E1,9.730677550E-1,5.480835698E-1,-9.144267601E-1
5.952162067E1,9.746076192E-1,6.353116751E-1,-2.977320349E-1
5.953159967E1,9.532653552E-1,7.062880292E-1,2.659138262E-1
5.954157867E1,9.718676139E-1,8.427533448E-1,7.094046682E-1
5.955155667E1,9.759899741E-1,9.478158963E-1,9.039736927E-1
5.956153567E1,9.968168791E-1,1.008371416E0,1.113968257E0
5.957151367E1,1.003269209E0,1.075355291E0,1.647637782E0
5.958149267E1,9.020056660E-1,1.154188403E0,2.390893151E0
5.959147167E1,7.472828581E-1,1.063115972E0,3.206517169E0
5.960144967E1,5.912666461E-1,7.811936391E-1,3.866128119E0
5.961142867E1,4.528928724E-1,3.510486283E-1,4.229002814E0
5.962140667E1,4.080501370E-1,-6.858155385E-2,4.328693748E0
5.963138567E1,5.112470613E-1,-3.083429772E-1,4.360602003E0
5.964136467E1,6.614284100E-1,-1.989477119E-1,4.221521301E0
5.965134267E1,8.713887678E-1,4.610321235E-1,3.734499693E0
5.966132167E1,1.030792491E0,1.461603354E0,2.986300503E0
5.967130067E1,9.923689753E-1,2.435057610E0,2.287430179E0
5.968127867E1,7.629137081E-1,2.942753657E0,1.728989509E0
5.969125767E1,2.396532498E-1,2.903629645E0,1.263841749E0
5.970123567E1,-4.767514126E-1,2.282294569E0,9.644619691E-1
5.971121467E1,-1.175459184E0,1.317520066E0,9.904358858E-1
5.972119367E1,-1.967536319E0,2.061973822E-1,1.326804568E0
5.973117167E1,-2.756536210E0,-9.528894523E-1,1.991016691E0
5.974115067E1,-3.235050997E0,-2.051863986E0,2.674833359E0
5.975112867E1,-3.119210054E0,-3.156672580E0,3.220699006E0
5.976110767E1,-2.604697176E0,-4.098079270E0,3.572106727E0
5.977108667E1,-1.970602599E0,-4.670542732E0,3.425102463E0
5.978106467E1,-1.454651599E0,-4.639413618E0,2.760572251E0
5.979104367E1,-1.241859142E0,-3.787140714E0,1.838368109E0
5.980102267E1,-1.043230177E0,-2.548907430E0,8.126431078E-1
5.981100067E1,-6.826027858E-1,-1.623035038E0,-2.381114852E-1
5.982097967E1,-3.387433822E-1,-9.702583140E-1,-1.116835147E0
5.983095767E1,-1.740644471E-1,-4.217335718E-1,-1.678807535E0
5.984093667E1,-1.417115106E-1,7.217422932E-2,-2.032180504E0
5.985091567E1,-7.366395369E-2,3.492165495E-1,-2.337478836E0
5.986089367E1,-6.430460796E-2,5.038253367E-1,-2.641324135E0
5.987087267E1,1.277207315E-2,4.547962873E-1,-2.869607620E0
5.988085067E1,1.351747620E-1,3.758953480E-1,-3.071311417E0
5.989082967E1,2.230386789E-1,4.125249381E-1,-3.209506851E0
5.990080867E1,3.771500874E-1,4.662884049E-1,-3.317095034E0
5.991078667E1,5.833794831E-1,4.921688392E-1,-3.462743914E0
5.992076567E1,6.780859579E-1,5.515519919E-1,-3.703491324E0
5.993074367E1,6.040055363E-1,7.341138321E-1,-3.858761796E0
5.994072267E1,5.360367706E-1,9.563030568E-1,-3.864896110E0
5.995070167E1,4.962194248E-1,1.113572912E0,-3.731400669E0
5.996067967E1,4.319272421E-1,1.294218327E0,-3.480444020E0
5.997065867E1,3.274551862E-1,1.446423397E0,-3.147668452E0
5.998063767E1,2.347828116E-1,1.526552763E0,-2.841926317E0
5.999061567E1,1.767002989E-1,1.391149668E0,-2.589795547E0
6.000059467E1,7.335989848E-2,1.242171676E0,-2.459917193E0
6.001057267E1,-3.412793197E-2,1.150461314E0,-2.274166355E0
6.002055167E1,-2.279346988E-1,1.183588276E0,-1.858264430E0
6.003053067E1,-4.987422790E-1,1.172858416E0,-1.461661241E0
6.004050867E1,-6.951570502E-1,1.027314713E0,-1.188893309E0
6.005048767E1,-8.615658841E-1,8.297041136E-1,-8.669117010E-1
6.006046567E1,-1.096626292E0,8.252318707E-1,-5.039878893E-1
6.007044467E1,-1.308501906E0,8.677297264E-1,-1.278961480E-1
6.008042367E1,-1.479813191E0,8.669346513E-1,3.925411284E-1
6.009040167E1,-1.574641727E0,7.958810408E-1,8.504395097E-1
6.010038067E1,-1.653233860E0,7.339387811E-1,1.213566220E0
6.011035867E1,-1.647491017E0,6.317389532E-1,1.557702928E0
6.012033767E1,-1.477774413E0,3.786305293E-1,1.811775557E0
6.013031667E1,-1.316284842E0,1.662926205E-1,1.914768414E0
6.014029467E1,-1.273075819E0,7.199004203E-2,2.115586942E0
6.015027367E1,-1.194471260E0,3.357303120E-2,2.684477756E0
6.016025167E1,-1.177888849E0,-9.181049511E-2,3.247181046E0
6.017023067E1,-1.275159620E0,-3.073965688E-1,3.729146567E0
6.018020967E1,-1.268741862E0,-6.621063946E-1,4.187040855E0
6.019018767E1,-1.157204031E0,-9.857078272E-1,4.369813122E0
6.020016667E1,-1.083211171E0,-9.192214769E-1,4.123885664E0
6.021014467E1,-8.751761556E-1,7.254340790E-2,3.534581636E0
6.022012367E1,-3.223560487E-1,6.566695804E-1,2.806858225E0
6.023010267E1,1.284013474E-1,6.937469210E-1,1.968111978E0
6.024008067E1,2.789422998E-1,9.118149550E-1,1.494529610E0
6.025005967E1,2.657251804E-1,8.784767626E-1,1.703642998E0
6.026003767E1,3.448774769E-1,2.234623097E-1,2.220515812E0
6.027001667E1,4.895538547E-1,-8.870231992E-1,2.991745430E0
6.027999567E1,4.870259938E-1,-1.793290462E0,3.533008150E0
6.028997367E1,3.364545993E-1,-2.468262339E0,3.471041697E0
6.029995267E1,1.374939870E-1,-3.028559208E0,2.552532996E0
6.030993067E1,-9.562996946E-2,-3.064168459E0,1.228642096E0
6.031990967E1,-2.777417202E-1,-2.524273695E0,-5.210453868E-3
6.032988867E1,-1.843795203E-1,-2.044507897E0,-1.131950784E0
6.033986667E1,1.630177411E-1,-1.603472593E0,-1.711084165E0
6.034984567E1,5.705082996E-1,-1.079356321E0,-1.192157809E0
6.035982367E1,9.733937372E-1,-7.157816416E-1,-5.867330074E-2
6.036980267E1,1.044662891E0,-7.196690898E-1,8.753392929E-1
6.037978167E1,9.077621768E-1,-1.117905479E0,1.379168723E0
6.038975967E1,8.644462225E-1,-1.858638652E0,1.509590283E0
6.039973867E1,8.083437963E-1,-2.453988409E0,1.192882279E0
6.040971667E1,7.709065595E-1,-2.634967627E0,5.863687259E-1
6.041969567E1,6.702345360E-1,-2.208022213E0,-2.951218379E-1
6.042967467E1,7.224078526E-1,-1.420812300E0,-1.150664213E0
6.043965267E1,1.001641271E0,-5.291146175E-1,-1.815648168E0
6.044963167E1,1.355422595E0,2.986403999E-1,-2.214651639E0
6.045960967E1,1.631055956E0,1.013268020E0,-2.624939067E0
6.046958867E1,1.815818030E0,1.488906196E0,-3.065030338E0
6.047956767E1,1.858410903E0,1.805786254E0,-3.462702983E0
6.048954567E1,1.852462092E0,1.887790530E0,-3.798793922E0
6.049952467E1,1.793782067E0,1.846585202E0,-4.069156310E0
6.050950267E1,1.604510035E0,1.762598281E0,-4.322213863E0
6.051948092E1,1.414759263E0,1.543628387E0,-4.468307131E0
6.052945992E1,1.205773782E0,1.310675900E0,-4.446486492E0
6.053943792E1,1.127188227E0,1.015634023E0,-4.307688795E0
6.054941692E1,1.056947818E0,6.453203541E-1,-4.156406123E0
6.055939492E1,9.617574857E-1,4.619980104E-1,-3.910107366E0
6.056937392E1,8.315014015E-1,3.881347398E-1,-3.644489994E0
6.057935292E1,7.267839088E-1,3.210442990E-1,-3.351088407E0
6.058933092E1,6.628142001E-1,3.091828566E-1,-2.982930168E0
6.059930992E1,6.541822480E-1,3.622212687E-1,-2.458742487E0
6.060928792E1,7.178502403E-1,3.858567376E-1,-1.918559164E0
6.061926692E1,6.983546001E-1,4.920682671E-1,-1.446393576E0
6.062924592E1,5.481231116E-1,7.065781973E-1,-8.606212664E-1
6.063922392E1,3.435490626E-1,8.280601689E-1,-1.455588323E-1
6.064920292E1,2.124397235E-1,8.077767625E-1,5.798923498E-1
6.065918092E1,1.939303623E-1,6.776471975E-1,1.095856506E0
6.066915992E1,1.474891444E-1,5.686100741E-1,1.400235071E0
6.067913892E1,1.299455971E-1,4.864955782E-1,1.677639846E0
6.068911692E1,2.672380744E-1,3.807579656E-1,1.998391784E0
6.069909592E1,4.741422388E-1,3.368212563E-1,2.328983417E0
6.070907392E1,7.057890424E-1,3.926205774E-1,2.740350240E0
6.071905292E1,9.497978832E-1,4.469328055E-1,3.248845164E0
6.072903192E1,1.177431889E0,4.410276293E-1,3.702328312E0
