"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.670299340E2,-3.208685317E0,-2.517256452E0,6.272808167E0
2.670399090E2,-2.843186976E0,-2.991045226E0,4.954510129E0
2.670498830E2,-2.492389120E0,-2.633358181E0,3.615971369E0
2.670598580E2,-2.161845143E0,-1.760935187E0,2.502250450E0
2.670698330E2,-1.990320872E0,-4.145339683E-1,1.360284555E0
2.670798080E2,-1.904274416E0,1.041018614E0,4.147547007E-1
2.670897830E2,-1.685014354E0,1.683795210E0,-2.003191763E-1
2.670997570E2,-1.418425905E0,1.301893090E0,-6.240236253E-1
2.671097320E2,-1.038309087E0,1.700270909E-1,-8.810812587E-1
2.671197070E2,-6.066211420E-1,-1.023698941E0,-1.230109162E0
2.671296820E2,-2.962614602E-1,-1.667529133E0,-1.663511218E0
2.671396570E2,-3.349402070E-2,-1.860740872E0,-2.070120163E0
2.671496310E2,1.704578845E-1,-1.847379254E0,-2.648381724E0
2.671596060E2,4.355946158E-1,-1.721099276E0,-3.223982803E0
2.671695810E2,7.420274538E-1,-1.592724680E0,-3.728666511E0
2.671795560E2,1.016715612E0,-1.365506265E0,-4.063202090E0
2.671895310E2,1.198528935E0,-9.661944991E-1,-4.295983254E0
2.671995060E2,1.318775171E0,-5.708067269E-1,-4.562511622E0
2.672094800E2,1.354457512E0,-3.051431615E-1,-4.834453343E0
2.672194550E2,1.308863117E0,-1.194970612E-1,-5.123021622E0
2.672294300E2,1.214484379E0,2.606359832E-2,-5.249537242E0
2.672394050E2,1.079271464E0,1.500457663E-1,-5.224898829E0
2.672493800E2,9.603785661E-1,2.104604410E-1,-5.065997820E0
2.672593540E2,8.847878087E-1,1.604182152E-1,-4.745519532E0
2.672693290E2,7.902267833E-1,1.389159568E-1,-4.291625324E0
2.672793040E2,6.340437064E-1,1.463980539E-1,-3.755992888E0
2.672892790E2,4.221188302E-1,2.154343750E-1,-3.131409684E0
2.672992540E2,2.316829102E-1,3.428987060E-1,-2.570744149E0
2.673092280E2,1.429920508E-1,4.605176416E-1,-1.984431556E0
2.673192030E2,1.753729809E-1,4.625749844E-1,-1.173514547E0
2.673291780E2,2.100723320E-1,2.409924084E-1,-1.546723026E-1
2.673391530E2,2.980310469E-1,-2.334487693E-1,8.433883524E-1
2.673491280E2,4.489929988E-1,-8.343726768E-1,1.793597149E0
2.673591020E2,5.807983759E-1,-1.430897139E0,2.615995751E0
2.673690770E2,6.532317831E-1,-1.968107446E0,3.278122757E0
2.673790520E2,7.004030990E-1,-2.462284438E0,3.711207894E0
2.673890270E2,6.173216198E-1,-2.898881121E0,3.747399235E0
2.673990020E2,3.514343984E-1,-3.247726591E0,3.264847823E0
2.674089770E2,9.098545298E-2,-3.475088555E0,2.562408943E0
2.674189510E2,-1.978056045E-1,-3.637904275E0,1.641442072E0
2.674289260E2,-4.331047983E-1,-3.765478534E0,8.577146155E-1
2.674389010E2,-3.969361150E-1,-3.892771541E0,3.696001625E-1
2.674488760E2,-1.494967858E-1,-3.898625774E0,8.931271076E-2
2.674588510E2,1.388905945E-1,-3.669229271E0,7.517823637E-2
2.674688250E2,3.491226286E-1,-3.221908211E0,3.069466621E-1
2.674788000E2,5.099665942E-1,-2.755624045E0,8.292164558E-1
2.674887750E2,6.789378972E-1,-2.436951815E0,1.557089555E0
2.674987500E2,7.928366880E-1,-2.310875905E0,2.188194743E0
2.675087250E2,8.496086935E-1,-2.331524324E0,2.493104820E0
2.675186990E2,8.972493947E-1,-2.423891328E0,2.200310174E0
2.675286740E2,8.935142664E-1,-2.394279274E0,1.309478098E0
2.675386490E2,7.682698307E-1,-1.943779959E0,1.772384620E-1
2.675486240E2,6.794557413E-1,-1.150952773E0,-7.705063176E-1
2.675585990E2,6.723747631E-1,-2.390337373E-1,-1.591782839E0
2.675685730E2,7.631234770E-1,5.973436573E-1,-2.135678560E0
2.675785480E2,9.470789279E-1,1.241825667E0,-2.166239617E0
2.675885230E2,1.164293780E0,1.590987910E0,-1.562138625E0
2.675984980E2,1.298391777E0,1.575340323E0,-6.740664357E-1
2.676084730E2,1.279385695E0,1.228353536E0,1.343631685E-2
2.676184470E2,1.113479722E0,7.523086862E-1,3.739732951E-1
2.676284220E2,9.085156636E-1,3.008460793E-1,5.746941751E-1
2.676383970E2,7.693026683E-1,-1.836094420E-1,4.999451244E-1
2.676483720E2,7.313644713E-1,-5.407545235E-1,7.934379280E-2
2.676583470E2,6.851575805E-1,-5.365515449E-1,-8.824003905E-1
2.676683210E2,6.128762010E-1,-2.343836294E-2,-1.880980863E0
2.676782960E2,6.185379137E-1,7.084171466E-1,-2.642666656E0
2.676882710E2,6.252848697E-1,1.437473064E0,-3.298779801E0
2.676982460E2,5.729255386E-1,2.105394515E0,-3.852511708E0
2.677082217E2,4.546634093E-1,2.600231658E0,-4.226004362E0
2.677181967E2,3.072764450E-1,2.933451614E0,-4.292231095E0
2.677281707E2,9.172395632E-2,3.111769764E0,-4.176457395E0
2.677381457E2,-3.377708441E-1,3.086991603E0,-3.884906452E0
2.677481207E2,-7.980278461E-1,2.728590613E0,-3.426678872E0
2.677580957E2,-1.189672742E0,2.270261584E0,-3.036653801E0
2.677680707E2,-1.476897477E0,1.917149108E0,-2.498652073E0
2.677780447E2,-1.726242779E0,1.733037390E0,-1.847329552E0
2.677880197E2,-1.966190436E0,1.750458584E0,-1.211807962E0
2.677979947E2,-2.241030622E0,1.899698531E0,-8.635045284E-1
2.678079697E2,-2.468692110E0,2.106022652E0,-6.567762190E-1
2.678179447E2,-2.712689402E0,2.382282834E0,-4.784916902E-1
2.678279187E2,-2.916362541E0,2.556531614E0,-1.219360811E-1
2.678378937E2,-3.004164916E0,2.465273243E0,4.555934089E-1
2.678478687E2,-3.126551233E0,2.175710937E0,1.089071397E0
2.678578437E2,-3.209981060E0,1.745044940E0,1.614630834E0
2.678678187E2,-3.190302840E0,1.270199719E0,2.111191590E0
2.678777927E2,-2.986460424E0,8.113673184E-1,2.771627582E0
2.678877677E2,-2.634172406E0,2.548697515E-1,3.403565998E0
2.678977427E2,-2.323658650E0,-3.021557277E-1,3.835164188E0
2.679077177E2,-2.136985559E0,-5.844081545E-1,3.966386232E0
2.679176927E2,-2.007250462E0,-5.467449228E-1,3.923906795E0
2.679276667E2,-1.786966406E0,-3.263687736E-1,3.955957139E0
2.679376417E2,-1.433883605E0,-6.594171870E-2,4.094244958E0
2.679476167E2,-1.161741178E0,2.693253842E-1,4.338144017E0
2.679575917E2,-9.267287171E-1,6.692994200E-1,4.504986715E0
2.679675667E2,-8.346226452E-1,1.244652357E0,4.456463596E0
2.679775407E2,-1.055266451E0,1.913798799E0,4.328300815E0
2.679875157E2,-1.424461401E0,2.565579888E0,3.883572702E0
2.679974907E2,-1.800446723E0,3.312814580E0,3.149100435E0
2.680074657E2,-2.078031446E0,3.983953022E0,2.664144648E0
2.680174407E2,-2.533909614E0,4.185827850E0,2.726225706E0
2.680274147E2,-2.898746635E0,3.460510277E0,3.398432727E0
2.680373897E2,-3.118071016E0,2.117196242E0,3.913527403E0
2.680473647E2,-3.273039188E0,8.980023699E-1,4.504926488E0
2.680573397E2,-3.071925375E0,-3.959646001E-1,5.060586807E0
2.680673147E2,-2.734328485E0,-1.671158061E0,5.094587197E0
2.680772887E2,-2.402272418E0,-2.589343265E0,4.679662927E0
2.680872637E2,-2.129188297E0,-2.919725860E0,3.965782215E0
2.680972387E2,-1.829289869E0,-2.584806410E0,3.174472674E0
2.681072137E2,-1.474530086E0,-1.869168318E0,2.298509483E0
2.681171887E2,-1.014428181E0,-1.125230725E0,1.458772132E0
2.681271627E2,-5.541686940E-1,-5.041537309E-1,6.095038193E-1
2.681371377E2,-2.010810685E-1,-4.452789936E-2,-2.530347490E-1
2.681471127E2,-5.295048460E-2,3.342492854E-1,-1.231082139E0
2.681570877E2,8.580686644E-2,6.139551584E-1,-2.169904652E0
2.681670627E2,2.809243597E-1,6.678525996E-1,-2.987876328E0
2.681770367E2,4.665835431E-1,5.096031167E-1,-3.734243000E0
2.681870117E2,6.180106410E-1,1.719313098E-1,-4.371521094E0
2.681969867E2,7.532491377E-1,-1.215495801E-1,-4.761889982E0
2.682069617E2,8.036937980E-1,-2.656445619E-1,-4.861465141E0
2.682169357E2,8.069033347E-1,-3.012339324E-1,-4.747467239E0
2.682269107E2,7.239010853E-1,-3.752898688E-1,-4.568613192E0
2.682368857E2,5.281281191E-1,-5.064937136E-1,-4.440604193E0
2.682468607E2,2.812735847E-1,-7.974627127E-1,-4.292480772E0
2.682568357E2,-1.001467243E-2,-1.189402747E0,-4.177942588E0
2.682668107E2,-4.006129172E-1,-1.577614013E0,-4.232700593E0
2.682767847E2,-9.088957326E-1,-1.852298662E0,-4.324676710E0
2.682867597E2,-1.348225111E0,-2.094172538E0,-4.270160195E0
2.682967347E2,-1.574307266E0,-2.297793345E0,-3.933490382E0
2.683067097E2,-1.666703798E0,-2.356904017E0,-3.609482714E0
2.683166837E2,-1.676748438E0,-2.205599711E0,-3.297210408E0
2.683266587E2,-1.574213126E0,-1.846234369E0,-2.960975043E0
2.683366337E2,-1.296944153E0,-1.449434128E0,-2.422882683E0
2.683466087E2,-9.455820407E-1,-1.026704849E0,-1.626494250E0
2.683565837E2,-6.200166745E-1,-5.428233415E-1,-5.870867640E-1
2.683665577E2,-3.160618865E-1,-2.547095378E-1,6.211848021E-1
2.683765327E2,-6.590250582E-3,-4.740002976E-1,1.903969191E0
2.683865077E2,2.601928373E-1,-1.064091800E0,3.238710185E0
2.683964827E2,3.106455376E-1,-1.786895655E0,4.222208934E0
2.684064577E2,2.580153708E-1,-2.544070905E0,4.480543599E0
2.684164317E2,1.888067396E-1,-3.352263113E0,3.911249912E0
2.684264067E2,1.978346213E-1,-3.984280174E0,2.856336780E0
2.684363817E2,1.634499600E-1,-4.190718754E0,1.644346384E0
2.684463567E2,1.499919719E-1,-3.940276953E0,6.834652501E-1
2.684563317E2,3.901423082E-1,-3.380167780E0,3.192386788E-1
2.684663057E2,7.214339257E-1,-2.596257890E0,4.117334443E-1
2.684762807E2,9.835247692E-1,-1.796299732E0,8.160906261E-1
2.684862557E2,1.159713437E0,-1.194054061E0,1.399283729E0
2.684962307E2,1.295704397E0,-9.752217230E-1,1.999070646E0
2.685062057E2,1.375041612E0,-1.267571250E0,2.410957287E0
2.685161797E2,1.259566265E0,-1.708966011E0,2.524336553E0
2.685261547E2,9.952713870E-1,-2.094654495E0,2.318949010E0
2.685361297E2,7.995436636E-1,-2.474390221E0,1.770318798E0
2.685461047E2,7.213311609E-1,-2.711393074E0,9.131631768E-1
2.685560797E2,6.519711234E-1,-2.583632289E0,-9.075872719E-2
2.685660537E2,5.559907595E-1,-2.062656777E0,-1.044992162E0
2.685760287E2,6.408951082E-1,-1.373201054E0,-1.749060661E0
2.685860037E2,7.873717341E-1,-5.839650086E-1,-2.103568575E0
2.685959787E2,9.896443921E-1,1.560545113E-1,-2.037561112E0
2.686059527E2,1.185565731E0,6.699814247E-1,-1.632691714E0
2.686159277E2,1.369565256E0,8.930310671E-1,-1.001213474E0
2.686259027E2,1.526686226E0,9.219984658E-1,-3.693539947E-1
2.686358777E2,1.599436991E0,9.061492223E-1,1.225974011E-1
2.686458527E2,1.656943333E0,9.401334590E-1,4.296615922E-1
2.686558267E2,1.732234421E0,9.747408626E-1,4.763709050E-1
2.686658017E2,1.767726143E0,9.486976565E-1,1.566077310E-1
2.686757767E2,1.766507876E0,9.393999258E-1,-5.701608288E-1
2.686857517E2,1.765073992E0,9.795019580E-1,-1.556463318E0
2.686957267E2,1.769452826E0,1.041786061E0,-2.534082692E0
2.687056999E2,1.741613794E0,1.232249389E0,-3.333033375E0
2.687156749E2,1.746441109E0,1.579082395E0,-3.840492171E0
2.687256499E2,1.792551959E0,1.947076619E0,-4.188421383E0
2.687356249E2,1.779287989E0,2.282038900E0,-4.374963934E0
2.687455999E2,1.725518163E0,2.551277014E0,-4.434064667E0
2.687555739E2,1.626011563E0,2.690203350E0,-4.291520659E0
2.687655489E2,1.497452779E0,2.677801113E0,-3.914905007E0
2.687755239E2,1.334734561E0,2.493903257E0,-3.341394893E0
2.687854989E2,1.100897829E0,2.255303968E0,-2.780243454E0
2.687954729E2,7.134722838E-1,1.965164250E0,-2.268115071E0
2.688054479E2,3.494901261E-1,1.536698998E0,-1.638716685E0
2.688154229E2,6.203983516E-2,1.052758215E0,-8.488636851E-1
2.688253979E2,-2.650996014E-1,7.146638002E-1,-4.960017622E-2
2.688353729E2,-6.765960874E-1,5.589503277E-1,6.163567561E-1
2.688453469E2,-1.080267245E0,5.369968835E-1,1.182971833E0
2.688553219E2,-1.465071337E0,5.101837452E-1,1.720155535E0
2.688652969E2,-1.638041916E0,3.124479418E-1,2.365189376E0
2.688752719E2,-1.730106765E0,6.106176043E-2,2.914330049E0
2.688852469E2,-1.781995980E0,-6.548496894E-2,3.375485914E0
2.688952209E2,-1.913969977E0,1.381798471E-2,3.710393377E0
2.689051959E2,-2.121328762E0,2.742056531E-1,3.879666762E0
2.689151709E2,-2.325242807E0,6.789362162E-1,3.805341634E0
2.689251459E2,-2.495709170E0,1.082108460E0,3.686230928E0
2.689351199E2,-2.555920288E0,1.262487388E0,3.535572739E0
2.689450949E2,-2.569946589E0,1.170335927E0,3.466863862E0
2.689550699E2,-2.531014658E0,9.309750382E-1,3.560488309E0
2.689650449E2,-2.554544730E0,9.473059461E-1,3.446861706E0
2.689750199E2,-2.740360181E0,1.376052303E0,3.181387591E0
2.689849939E2,-3.059306499E0,1.988616116E0,2.786232172E0
2.689949689E2,-3.296140660E0,2.666174802E0,2.198681724E0
2.690049439E2,-3.498979694E0,3.443410387E0,1.942279564E0
2.690149189E2,-3.678117039E0,4.003473367E0,1.948050765E0
2.690248939E2,-3.869192644E0,4.002560617E0,2.311812483E0
2.690348679E2,-4.023980429E0,3.355030600E0,3.268586533E0
2.690448429E2,-4.254149349E0,2.407721145E0,4.396254816E0
2.690548179E2,-4.391744859E0,1.263336989E0,5.453602729E0
2.690647929E2,-4.242952224E0,2.090854499E-1,6.722059686E0
2.690747669E2,-3.836507586E0,-6.185268040E-1,7.375159761E0
2.690847419E2,-3.343087077E0,-1.322991598E0,7.057363005E0
2.690947169E2,-2.886897837E0,-1.673923502E0,6.158395699E0
2.691046919E2,-2.321482462E0,-1.600736388E0,5.044186537E0
2.691146669E2,-1.752517243E0,-1.165026363E0,3.826043701E0
2.691246409E2,-1.342541618E0,-5.069621121E-1,2.551438397E0
2.691346159E2,-1.173676222E0,3.840568550E-1,1.090668272E0
2.691445909E2,-9.630505975E-1,1.002084051E0,-3.517912978E-1
2.691545659E2,-6.561362413E-1,9.882444225E-1,-1.527851138E0
2.691645409E2,-3.254245944E-1,4.774209919E-1,-2.390220721E0
2.691745149E2,-9.039649218E-3,-2.057573792E-1,-2.954581112E0
2.691844899E2,1.685136853E-1,-8.045998241E-1,-3.372172297E0
2.691944649E2,2.984969969E-1,-1.224556646E0,-3.706110291E0
2.692044399E2,3.898954095E-1,-1.484076688E0,-3.874301357E0
2.692144139E2,4.428752764E-1,-1.594684520E0,-3.826294547E0
2.692243889E2,4.973888679E-1,-1.681353266E0,-3.749338757E0
2.692343639E2,6.049241339E-1,-1.786534443E0,-3.748468106E0
2.692443389E2,7.149285328E-1,-1.845798751E0,-3.759037533E0
2.692543139E2,7.943685123E-1,-1.853910886E0,-3.828907667E0
2.692642879E2,8.268802008E-1,-1.833980066E0,-4.058704997E0
2.692742629E2,8.274465036E-1,-1.797549136E0,-4.430186793E0
2.692842379E2,7.139647655E-1,-1.718924843E0,-4.789114033E0
2.692942129E2,6.109971982E-1,-1.541067307E0,-4.960693560E0
2.693041879E2,4.947089428E-1,-1.343669399E0,-4.981013803E0
2.693141619E2,3.512678258E-1,-1.148763429E0,-4.833628886E0
2.693241369E2,1.913475010E-1,-1.001591789E0,-4.531124938E0
2.693341119E2,1.829286799E-2,-9.697329417E-1,-3.957546996E0
2.693440869E2,-1.488189474E-1,-1.104240536E0,-3.297487566E0
2.693540609E2,-1.899956247E-1,-1.371102342E0,-2.586267337E0
2.693640359E2,-1.237140732E-1,-1.665908577E0,-1.855431454E0
2.693740109E2,4.432532988E-2,-1.901356363E0,-1.007124424E0
2.693839859E2,2.963280454E-1,-2.082008722E0,-7.279257238E-2
2.693939609E2,5.801182716E-1,-2.285021126E0,9.154184479E-1
2.694039349E2,9.129889297E-1,-2.548752771E0,1.995329012E0
2.694139099E2,1.217681709E0,-2.869309997E0,2.797733061E0
2.694238849E2,1.423929451E0,-3.177629293E0,3.159600281E0
2.694338599E2,1.553507404E0,-3.355253379E0,3.113468673E0
2.694438339E2,1.530702240E0,-3.324887326E0,2.806482249E0
2.694538089E2,1.476943232E0,-3.193440456E0,2.273585726E0
2.694637839E2,1.485777497E0,-3.184355053E0,1.674789328E0
2.694737589E2,1.594661570E0,-3.218069513E0,1.101276875E0
2.694837329E2,1.716951846E0,-3.073501199E0,5.894519627E-1
2.694937079E2,1.732613467E0,-2.625632840E0,2.911188340E-1
2.695036829E2,1.695656579E0,-1.974021466E0,2.930115777E-1
2.695136579E2,1.717709206E0,-1.431722620E0,5.950717217E-1
2.695236329E2,1.730484057E0,-1.256446045E0,1.171169813E0
2.695336069E2,1.659804668E0,-1.534234397E0,1.811010742E0
2.695435819E2,1.387104418E0,-1.934888391E0,2.260144731E0
2.695535569E2,1.061451270E0,-2.350453954E0,2.393046096E0
2.695635319E2,7.625089346E-1,-2.743612402E0,2.102507306E0
2.695735069E2,5.183281126E-1,-2.931441049E0,1.566521698E0
2.695834809E2,3.664260015E-1,-2.886327149E0,1.079227610E0
2.695934559E2,2.771817032E-1,-2.755947396E0,6.041904545E-1
2.696034309E2,1.919489602E-1,-2.440999112E0,2.414613551E-1
2.696134059E2,1.606787818E-1,-2.069352424E0,1.164443761E-1
2.696233799E2,1.563098153E-1,-1.792282402E0,3.932427943E-2
2.696333549E2,2.543401399E-1,-1.605800808E0,1.158274949E-2
2.696433299E2,3.834299970E-1,-1.396659206E0,-1.737792492E-2
2.696533049E2,5.435808483E-1,-1.099377992E0,-3.215383887E-2
2.696632799E2,7.331221443E-1,-7.734471747E-1,-1.343947434E-1
2.696732539E2,9.397457155E-1,-4.244383110E-1,-4.185881352E-1
2.696832289E2,1.129959953E0,-6.317339100E-2,-9.370051986E-1
2.696932039E2,1.298419552E0,3.580124063E-1,-1.569383326E0
2.697031789E2,1.440012948E0,7.959857791E-1,-2.187009512E0
2.697131533E2,1.553785293E0,1.265520339E0,-2.815701554E0
2.697231283E2,1.614916471E0,1.735105258E0,-3.358920168E0
2.697331033E2,1.686325884E0,2.160369451E0,-3.790271021E0
2.697430783E2,1.707269295E0,2.524621020E0,-4.148166811E0
2.697530523E2,1.649789557E0,2.865488549E0,-4.428277677E0
2.697630273E2,1.616809799E0,3.122741187E0,-4.554244244E0
2.697730023E2,1.495490015E0,3.284336008E0,-4.551110137E0
2.697829773E2,1.362374057E0,3.319859013E0,-4.390818660E0
2.697929523E2,1.108806481E0,3.203866042E0,-4.154016366E0
2.698029263E2,7.199020283E-1,2.901272632E0,-3.786659195E0
2.698129013E2,3.057482021E-1,2.453158104E0,-3.290662111E0
2.698228763E2,-6.009709775E-2,1.929732608E0,-2.588405664E0
2.698328513E2,-3.554958013E-1,1.366978155E0,-1.738329266E0
2.698428253E2,-7.500552423E-1,9.657860711E-1,-6.614387888E-1
2.698528003E2,-1.189473645E0,6.852432422E-1,5.437799460E-1
2.698627753E2,-1.592628639E0,4.534249690E-1,1.655502287E0
2.698727503E2,-1.862837245E0,2.157272839E-1,2.504050223E0
2.698827243E2,-2.082097307E0,7.153001234E-2,2.977448988E0
2.698926993E2,-2.362526262E0,8.031684257E-2,3.330813187E0
2.699026743E2,-2.623790967E0,2.598155092E-1,3.675099583E0
2.699126493E2,-2.833624440E0,4.311907122E-1,3.916263315E0
2.699226243E2,-2.944874442E0,4.434637255E-1,4.017574512E0
2.699325983E2,-3.010337822E0,4.266045583E-1,3.963136350E0
2.699425733E2,-3.015396248E0,5.541694249E-1,3.970260597E0
2.699525483E2,-2.947126497E0,7.444879621E-1,3.999740505E0
2.699625233E2,-2.854991920E0,9.015285333E-1,4.083659744E0
2.699724973E2,-2.717208715E0,9.908380280E-1,4.283611130E0
2.699824723E2,-2.569106929E0,9.913360646E-1,4.438827808E0
2.699924473E2,-2.397002614E0,1.103471628E0,4.317640171E0
2.700024223E2,-2.282942879E0,1.455927023E0,3.850658140E0
2.700123973E2,-2.401476904E0,2.028270471E0,3.129215809E0
2.700223713E2,-2.578628535E0,2.618101626E0,2.287217925E0
2.700323463E2,-2.789470945E0,3.272921074E0,1.670853567E0
2.700423213E2,-2.989785736E0,3.945245917E0,1.492477822E0
2.700522963E2,-3.258551249E0,4.320066473E0,1.530919172E0
2.700622703E2,-3.475997505E0,3.991121124E0,2.108239916E0
2.700722453E2,-3.542717451E0,3.059239256E0,3.199257267E0
2.700822203E2,-3.576785084E0,1.948725826E0,4.732536374E0
2.700921953E2,-3.393514634E0,8.515284075E-1,6.641756365E0
2.701021693E2,-3.089533388E0,-6.160465613E-2,8.164318696E0
2.701121443E2,-2.764534617E0,-8.588954607E-1,8.836899354E0
2.701221193E2,-2.490498131E0,-1.446610800E0,8.406669413E0
2.701320943E2,-2.333072082E0,-1.469702186E0,7.144194158E0
2.701420693E2,-2.162292747E0,-1.002753557E0,5.620127338E0
2.701520433E2,-2.009805841E0,-2.837730318E-1,3.851293733E0
2.701620183E2,-1.905144043E0,3.664020279E-1,1.980099939E0
2.701719933E2,-1.707049148E0,5.132619388E-1,2.705109072E-1
2.701819683E2,-1.460566642E0,9.912529794E-2,-1.108920355E0
2.701919423E2,-1.178732310E0,-6.585869555E-1,-2.060288655E0
2.702019173E2,-7.888173120E-1,-1.442109906E0,-2.553352776E0
2.702118923E2,-4.424165623E-1,-1.951970446E0,-2.816335977E0
2.702218673E2,-1.003212637E-1,-2.158876219E0,-3.176291742E0
2.702318413E2,2.443935876E-1,-2.176870294E0,-3.619311883E0
2.702418163E2,5.320549630E-1,-2.005139763E0,-3.983285855E0
2.702517913E2,7.680110183E-1,-1.811689603E0,-4.230609044E0
2.702617663E2,9.862144884E-1,-1.659722807E0,-4.369880950E0
2.702717413E2,1.187679719E0,-1.525944945E0,-4.477795408E0
2.702817153E2,1.328955466E0,-1.443932483E0,-4.503642440E0
2.702916903E2,1.393926949E0,-1.364432131E0,-4.542592497E0
2.703016653E2,1.385572008E0,-1.308126368E0,-4.628569372E0
2.703116403E2,1.279674840E0,-1.262450404E0,-4.871257473E0
2.703216143E2,1.094152481E0,-1.297193683E0,-5.215604680E0
2.703315893E2,8.757456013E-1,-1.400260214E0,-5.477070529E0
2.703415643E2,6.687051237E-1,-1.545335920E0,-5.474113008E0
2.703515393E2,5.560859960E-1,-1.721092990E0,-5.143673403E0
2.703615133E2,4.051027749E-1,-1.793329492E0,-4.560344059E0
2.703714883E2,2.194481961E-1,-1.849570790E0,-3.905401527E0
2.703814633E2,1.509239450E-1,-2.077771829E0,-3.343796929E0
2.703914383E2,1.806309434E-1,-2.472945082E0,-2.823300596E0
2.704014123E2,2.966819481E-1,-2.801051940E0,-2.241723078E0
2.704113873E2,4.829727770E-1,-2.951147335E0,-1.574061098E0
2.704213623E2,6.827249195E-1,-2.927300928E0,-8.830576175E-1
2.704313373E2,7.944907191E-1,-2.704199537E0,-1.864770627E-1
2.704413113E2,8.108818533E-1,-2.473298546E0,4.384189671E-1
2.704512863E2,7.556580444E-1,-2.404040031E0,9.468349528E-1
2.704612613E2,6.503688401E-1,-2.517258790E0,1.364201020E0
2.704712363E2,5.638614407E-1,-2.859459193E0,1.760515941E0
2.704812113E2,5.394398502E-1,-3.193572311E0,2.003737893E0
2.704911853E2,5.362230776E-1,-3.391882092E0,1.839341086E0
2.705011603E2,6.104605700E-1,-3.343383531E0,1.368711562E0
2.705111353E2,7.724997796E-1,-3.052525483E0,8.772712129E-1
2.705211103E2,9.929669262E-1,-2.562846315E0,6.411781865E-1
2.705310843E2,1.156622599E0,-2.036482155E0,7.730779231E-1
2.705410593E2,1.323783019E0,-1.582140196E0,1.218877246E0
2.705510343E2,1.496357011E0,-1.297593779E0,2.053154467E0
2.705610093E2,1.622917362E0,-1.297207424E0,3.161801172E0
2.705709833E2,1.677443672E0,-1.455934186E0,4.213970207E0
2.705809583E2,1.589497747E0,-1.698799457E0,4.770166131E0
2.705909333E2,1.381312604E0,-1.967405634E0,4.479463618E0
2.706009083E2,1.155002627E0,-2.149544501E0,3.577830566E0
2.706108823E2,9.735609676E-1,-2.123737669E0,2.497204303E0
2.706208573E2,8.174133394E-1,-1.941484342E0,1.522234302E0
2.706308323E2,6.926411395E-1,-1.644921020E0,8.811724752E-1
2.706408073E2,6.914617561E-1,-1.362806751E0,7.019488835E-1
2.706507823E2,8.282864562E-1,-1.153154907E0,7.490131223E-1
2.706607563E2,1.060361568E0,-9.213095176E-1,9.150921732E-1
2.706707313E2,1.323528957E0,-6.869607157E-1,1.105956402E0
2.706807063E2,1.508308427E0,-4.936799790E-1,1.104675277E0
2.706906813E2,1.664924637E0,-4.328807403E-1,7.897547668E-1
2.707006553E2,1.803356590E0,-4.464773805E-1,2.340026468E-1
2.707106299E2,1.937233124E0,-3.907787045E-1,-3.379257953E-1
2.707206049E2,2.060952021E0,-2.757451702E-1,-9.963819194E-1
2.707305799E2,2.198153574E0,-8.343884460E-2,-1.715963082E0
2.707405539E2,2.352620640E0,1.803411773E-1,-2.353454599E0
2.707505289E2,2.461648261E0,4.984051140E-1,-2.888383030E0
2.707605039E2,2.571492593E0,8.154822964E-1,-3.471014215E0
2.707704789E2,2.607084302E0,1.176695651E0,-4.070121685E0
2.707804529E2,2.583523239E0,1.560587944E0,-4.512867007E0
2.707904279E2,2.503194483E0,1.936556894E0,-4.785171255E0
2.708004029E2,2.429427033E0,2.309517743E0,-4.915190527E0
2.708103779E2,2.263692237E0,2.637894158E0,-4.936622912E0
2.708203519E2,2.038017926E0,2.800875354E0,-4.681611804E0
2.708303269E2,1.819340393E0,2.724440844E0,-4.086737133E0
2.708403019E2,1.573317771E0,2.463835412E0,-3.322571536E0
2.708502769E2,1.151607369E0,2.136988190E0,-2.392015232E0
2.708602509E2,6.400876808E-1,1.670873155E0,-1.344778908E0
2.708702259E2,3.452522103E-1,1.108628360E0,-2.701226521E-1
2.708802009E2,8.615229070E-2,5.134141856E-1,6.617937148E-1
2.708901759E2,-1.978580832E-1,7.726693489E-2,1.503963507E0
2.709001499E2,-4.866251671E-1,-2.587321481E-1,2.220011197E0
2.709101249E2,-8.636859383E-1,-4.356750515E-1,2.653526689E0
2.709200999E2,-1.364014494E0,-4.895643432E-1,2.787955931E0
2.709300749E2,-1.848403540E0,-5.372999885E-1,2.789684953E0
2.709400499E2,-2.213613613E0,-6.643269479E-1,2.553545149E0
2.709500239E2,-2.429155430E0,-8.013439482E-1,2.208914351E0
2.709599989E2,-2.570325488E0,-7.146257202E-1,1.963230722E0
2.709699739E2,-2.642288926E0,-4.525820929E-1,1.816786036E0
2.709799489E2,-2.597115676E0,-2.908333803E-2,1.788656836E0
2.709899229E2,-2.503547070E0,4.488536524E-1,1.888374082E0
2.709998979E2,-2.362817014E0,8.421605102E-1,2.121088003E0
2.710098729E2,-2.254735326E0,1.058065513E0,2.521823419E0
2.710198479E2,-2.166050752E0,1.130187848E0,2.980000713E0
2.710298219E2,-2.107258899E0,1.124949401E0,3.209247234E0
2.710397969E2,-2.078219288E0,1.254149112E0,3.137260408E0
2.710497719E2,-2.176132668E0,1.766675252E0,2.863386183E0
2.710597469E2,-2.412530627E0,2.445592392E0,2.554566073E0
